Code,Country,Location,Year_start,Year_end,Practice,Economic Outcome,Units,xrat_obs,xrat_2015,cpi_obs,cpi_2015,ppp_2015,MeanT,MeanC,MeanT_local,MeanC_local,MeanT_local_2015,MeanC_local_2015,MeanT_2015_usd,MeanC_2015_usd,MeanT_2015_ppp_intusd,MeanC_2015_ppp_intusd
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2332.1,1904.1,124621.1,101747.6,153420.7,125261.2,2391.5,1952.6,7976.1,6512.1
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,634.7,37070.9,33915.9,45637.8,41753.7,711.4,650.9,2372.6,2170.7
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,605.2,37070.9,32338.4,45637.8,39811.7,711.4,620.6,2372.6,2069.8
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,501.8,37070.9,26817.2,45637.8,33014.6,711.4,514.6,2372.6,1716.4
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,619.9,501.8,33127.1,26817.2,40782.7,33014.6,635.7,514.6,2120.2,1716.4
6141580,India,"ICAR,Imphal",2010,2015,Organic Fert,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2098,1818,112111.3,97148.9,138019.9,119599.7,2151.5,1864.3,7175.5,6217.8
6141580,India,"ICAR,Imphal",2010,2015,Organic Fert,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2098,2595,112111.3,138669.6,138019.9,170715.7,2151.5,2661.1,7175.5,8875.3
6141580,India,"ICAR,Imphal",2010,2015,Organic Fert,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2098,2794,112111.3,149303.6,138019.9,183807.2,2151.5,2865.2,7175.5,9555.9
6141580,India,"ICAR,Imphal",2010,2015,Organic Fert,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2904,2794,155181.7,149303.6,191043.7,183807.2,2978,2865.2,9932.1,9555.9
6141580,India,"ICAR,Imphal",2010,2015,Organic Fert,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2784,2794,148769.3,149303.6,183149.4,183807.2,2854.9,2865.2,9521.7,9555.9
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,409,442.2,21853.3,23631.5,26903.5,29092.7,419.4,453.5,1398.7,1512.5
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,409,352.1,21853.3,18817.8,26903.5,23166.6,419.4,361.1,1398.7,1204.4
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,409,307.9,21853.3,16453.5,26903.5,20255.9,419.4,315.7,1398.7,1053.1
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,357,307.9,19078.7,16453.5,23487.7,20255.9,366.1,315.7,1221.1,1053.1
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Benefit Cost Ratio,USD/ha,53.4,64.2,119.2,146.8,19.2,7.8,6.5,418.5,347.8,515.2,428.2,8,6.7,26.8,22.3
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Benefit Cost Ratio,USD/ha,53.4,64.2,119.2,146.8,19.2,7.8,7.8,418.5,418.8,515.2,515.6,8,8,26.8,26.8
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Benefit Cost Ratio,USD/ha,53.4,64.2,119.2,146.8,19.2,7.8,7.8,418.5,417.5,515.2,514,8,8,26.8,26.7
6141580,India,Langol Research Farm,2010,2015,Organic Fert,Benefit Cost Ratio,USD/ha,53.4,64.2,119.2,146.8,19.2,8.3,7.8,441.8,417.5,543.9,514,8.5,8,28.3,26.7
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,27192,39692,27192,39692,33476,48864.7,521.8,761.7,1740.4,2540.4
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,34405,31405,34405,31405,42355.9,38662.6,660.2,602.7,2202,2010
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,35605,31405,35605,31405,43833.2,38662.6,683.3,602.7,2278.8,2010
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,32355,31405,32355,31405,39832.1,38662.6,620.9,602.7,2070.8,2010
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Gross Revenue,INR/ha,1,64.2,119.2,146.8,19.2,42467,45215,42467,45215,52281,55664,815,867.7,2718,2893.9
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Gross Revenue,INR/ha,1,64.2,119.2,146.8,19.2,46584,36378,46584,36378,57349.4,44784.8,894,698.1,2981.5,2328.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Gross Revenue,INR/ha,1,64.2,119.2,146.8,19.2,49679,36378,49679,36378,61159.7,44784.8,953.4,698.1,3179.6,2328.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Gross Revenue,INR/ha,1,64.2,119.2,146.8,19.2,42723,36378,42723,36378,52596.2,44784.8,819.9,698.1,2734.4,2328.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,15275,5523,15275,5523,18805,6799.3,293.1,106,977.6,353.5
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,12179,4973,12179,4973,14993.5,6122.2,233.7,95.4,779.5,318.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,14074,4973,14074,4973,17326.5,6122.2,270.1,95.4,900.8,318.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,10368,4973,10368,4973,12764,6122.2,199,95.4,663.6,318.3
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Benefit Cost Ratio,,,,,,,1.6,1.1,1.6,,,,,,,
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Benefit Cost Ratio,,,,,,,1.4,1.2,1.4,,,,,,,
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Benefit Cost Ratio,,,,,,,1.4,1.2,1.4,,,,,,,
6133257,India,"ICAR Complex(NEHR), Lembucherra,Tripura",2012,2012,All Nbs,Benefit Cost Ratio,,,,,,,1.3,1.2,1.3,,,,,,,
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2904,2436,155181.7,130173.1,191043.7,160255.7,2978,2498.1,9932.1,8331.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2784,2408,148769.3,128676.9,183149.4,158413.7,2854.9,2469.4,9521.7,8235.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2794,2436,149303.6,130173.1,183807.2,160255.7,2865.2,2498.1,9555.9,8331.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2794,2408,149303.6,128676.9,183807.2,158413.7,2865.2,2469.4,9555.9,8235.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2794,2595,149303.6,138669.6,183807.2,170715.7,2865.2,2661.1,9555.9,8875.3
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2794,2098,149303.6,112111.3,183807.2,138019.9,2865.2,2151.5,9555.9,7175.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2595,2098,138669.6,112111.3,170715.7,138019.9,2661.1,2151.5,8875.3,7175.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3483.4,2878.2,186143,153804.6,229160.1,189348.4,3572.1,2951.6,11913.7,9843.9
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3276.8,2760.1,175100.6,147494.7,215565.8,181580.2,3360.2,2830.5,11207,9440.1
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3203,2878.2,171156.9,153804.6,210710.7,189348.4,3284.6,2951.6,10954.5,9843.9
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3203,2760.1,171156.9,147494.7,210710.7,181580.2,3284.6,2830.5,10954.5,9440.1
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3203,2952,171156.9,157748.3,210710.7,194203.5,3284.6,3027.2,10954.5,10096.4
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,3203,2405.9,171156.9,128564.9,210710.7,158275.8,3284.6,2467.2,10954.5,8228.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2952,2405.9,157748.3,128564.9,194203.5,158275.8,3027.2,2467.2,10096.4,8228.5
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2656.8,2228.8,141973.5,119099.9,174783.1,146623.6,2724.5,2285.6,9086.7,7622.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2524,2169.7,134874.8,115945,166043.9,142739.5,2588.3,2225,8632.4,7420.8
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2509.2,2228.8,134086,119099.9,165072.9,146623.6,2573.2,2285.6,8581.9,7622.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2509.2,2169.7,134086,115945,165072.9,142739.5,2573.2,2225,8581.9,7420.8
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2509.2,2332.1,134086,124621.1,165072.9,153420.7,2573.2,2391.5,8581.9,7976.1
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2509.2,1904.1,134086,101747.6,165072.9,125261.2,2573.2,1952.6,8581.9,6512.1
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,2332.1,1904.1,124621.1,101747.6,153420.7,125261.2,2391.5,1952.6,7976.1,6512.1
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,826.6,634.7,44169.5,33915.9,54376.9,41753.7,847.6,650.9,2827,2170.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,752.8,605.2,40225.8,32338.4,49521.9,39811.7,771.9,620.6,2574.6,2069.8
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,634.7,37070.9,33915.9,45637.8,41753.7,711.4,650.9,2372.6,2170.7
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,605.2,37070.9,32338.4,45637.8,39811.7,711.4,620.6,2372.6,2069.8
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,619.9,37070.9,33127.1,45637.8,40782.7,711.4,635.7,2372.6,2120.2
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,693.7,501.8,37070.9,26817.2,45637.8,33014.6,711.4,514.6,2372.6,1716.4
6141580,India,Langol Research Farm,2010,2015,All Nbs,Gross Revenue,USD/ha,53.4,64.2,119.2,146.8,19.2,619.9,501.8,33127.1,26817.2,40782.7,33014.6,635.7,514.6,2120.2,1716.4
6133181,India,Unspecified,2012,2013,All Nbs,Cost,INR/farm,1,64.2,119.2,146.8,19.2,33639.8,54183.9,33639.8,54183.9,41413.9,66705.7,645.6,1039.8,2153,3467.9
6133181,India,Unspecified,2012,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,67568.2,80305.2,67568.2,80305.2,83183,98863.5,1296.7,1541.1,4324.6,5139.8
6133181,India,Unspecified,2012,2013,All Nbs,Profit,INR/farm,1,64.2,119.2,146.8,19.2,46408.7,110849,46408.7,110849,57133.5,136465.9,890.6,2127.2,2970.3,7094.7
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65722,67522,65722,67522,80910.2,83126.1,1261.2,1295.8,4206.4,4321.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65722,67522,65722,67522,80910.2,83126.1,1261.2,1295.8,4206.4,4321.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65122,67522,65122,67522,80171.5,83126.1,1249.7,1295.8,4168,4321.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,74722,65722,74722,65722,91990,80910.2,1433.9,1261.2,4782.4,4206.4
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,74122,65122,74122,65122,91251.4,80171.5,1422.4,1249.7,4744,4168
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65797,68397,65797,68397,81002.5,84203.3,1262.7,1312.6,4211.2,4377.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65797,68397,65797,68397,81002.5,84203.3,1262.7,1312.6,4211.2,4377.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65197,68397,65197,68397,80263.8,84203.3,1251.2,1312.6,4172.8,4377.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,75547,65797,75547,65797,93005.7,81002.5,1449.8,1262.7,4835.2,4211.2
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,75547,65797,75547,65797,93005.7,81002.5,1449.8,1262.7,4835.2,4211.2
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,74947,65197,74947,65197,92267,80263.8,1438.3,1251.2,4796.8,4172.8
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,90710,75903,90710,75903,111672.8,93443.9,1740.8,1456.6,5805.7,4858
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,98717,75903,98717,75903,121530.2,93443.9,1894.4,1456.6,6318.2,4858
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,113863,75903,113863,75903,140176.4,93443.9,2185.1,1456.6,7287.6,4858
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,91988,90710,91988,90710,113246.1,111672.8,1765.3,1740.8,5887.5,5805.7
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,113724,98717,113724,98717,140005.3,121530.2,2182.4,1894.4,7278.7,6318.2
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,112249,113863,112249,113863,138189.4,140176.4,2154.1,2185.1,7184.3,7287.6
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,120990,100666,120990,100666,148950.4,123929.6,2321.8,1931.8,7743.7,6442.9
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,126885,100666,126885,100666,156207.7,123929.6,2435,1931.8,8121,6442.9
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,129587,100666,129587,100666,159534.2,123929.6,2486.8,1931.8,8294,6442.9
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,125114,120990,125114,120990,154027.5,148950.4,2401,2321.8,8007.7,7743.7
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,136774,126885,136774,126885,168382,156207.7,2624.7,2435,8753.9,8121
6133288,India,"Indian Agricultural Research Institute (IARI), New Dehli",2012,2012,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,129587,129587,129587,129587,159534.2,159534.2,2486.8,2486.8,8294,8294
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,713,769,38100.7,41093.2,46905.7,50589.8,731.2,788.6,2438.6,2630.1
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,713,769,38100.7,41093.2,46905.7,50589.8,731.2,788.6,2438.6,2630.1
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,703,769,37566.4,41093.2,46247.8,50589.8,720.9,788.6,2404.4,2630.1
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,938,713,50124.1,38100.7,61707.7,46905.7,961.9,731.2,3208.1,2438.6
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,938,713,50124.1,38100.7,61707.7,46905.7,961.9,731.2,3208.1,2438.6
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Cost,USD/ha,53.4,64.2,119.2,146.8,19.2,928,703,49589.8,37566.4,61049.8,46247.8,951.6,720.9,3173.9,2404.4
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,1955,1757,104469.8,93889.2,128612.4,115586.7,2004.8,1801.8,6686.4,6009.2
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2028,1757,108370.7,93889.2,133414.8,115586.7,2079.7,1801.8,6936,6009.2
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,1999,1757,106821,93889.2,131507,115586.7,2049.9,1801.8,6836.9,6009.2
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2050,1955,109546.3,104469.8,134862.1,128612.4,2102.2,2004.8,7011.3,6686.4
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,1981,2028,105859.2,108370.7,130322.9,133414.8,2031.5,2079.7,6775.3,6936
6133294,India,"ICAR-Indian Agricultural Research Institute (ICAR-IARI), New Delhi",2012,2012,All Nbs,Profit,USD/ha,53.4,64.2,119.2,146.8,19.2,2033,1999,108637.9,106821,133743.8,131507,2084.8,2049.9,6953.1,6836.9
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,143623,121715,143623,121715,176813.8,149843,2756.2,2335.8,9192.3,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,143715,121715,143715,121715,176927.1,149843,2757.9,2335.8,9198.2,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,145634,121715,145634,121715,179289.6,149843,2794.8,2335.8,9321,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,145579,121715,145579,121715,179221.9,149843,2793.7,2335.8,9317.5,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,143810,121715,143810,121715,177044,149843,2759.8,2335.8,9204.3,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,163098,121715,163098,121715,200789.4,149843,3129.9,2335.8,10438.8,7790.1
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,226547,133395,226547,133395,278901.3,164222.2,4347.5,2559.9,14499.7,8537.7
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,237525,133395,237525,133395,292416.3,164222.2,4558.2,2559.9,15202.3,8537.7
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,204826,133395,204826,133395,252160.7,164222.2,3930.7,2559.9,13109.5,8537.7
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,188681,133395,188681,133395,232284.6,164222.2,3620.9,2559.9,12076.1,8537.7
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,161560,133395,161560,133395,198896,164222.2,3100.4,2559.9,10340.3,8537.7
6141856,India,Dhanuansand,2011,2013,All Nbs,Profit,INR/ha,1,64.2,119.2,146.8,19.2,321282,133395,321282,133395,395529.3,164222.2,6165.5,2559.9,20563,8537.7
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,59480,65850,59480,65850,73225.6,81067.7,1141.4,1263.7,3806.9,4214.6
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,60480,59480,60480,59480,74456.7,73225.6,1160.6,1141.4,3870.9,3806.9
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65850,69760,65850,69760,81067.7,85881.3,1263.7,1338.7,4214.6,4464.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,60480,69760,60480,69760,74456.7,85881.3,1160.6,1338.7,3870.9,4464.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,59480,69760,59480,69760,73225.6,85881.3,1141.4,1338.7,3806.9,4464.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,64390,69760,64390,69760,79270.3,85881.3,1235.7,1338.7,4121.1,4464.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,61990,64390,61990,64390,76315.7,79270.3,1189.6,1235.7,3967.5,4121.1
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,70030,69030,70030,69030,86213.7,84982.6,1343.9,1324.7,4482.1,4418.1
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,70030,75400,70030,75400,86213.7,92824.7,1343.9,1447,4482.1,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,69030,75400,69030,75400,84982.6,92824.7,1324.7,1447,4418.1,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,59540,75400,59540,75400,73299.5,92824.7,1142.6,1447,3810.7,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,65850,75400,65850,75400,81067.7,92824.7,1263.7,1447,4214.6,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,69760,75400,69760,75400,85881.3,92824.7,1338.7,1447,4464.8,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,59480,69030,59480,69030,73225.6,84982.6,1141.4,1324.7,3806.9,4418.1
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,60480,75400,60480,75400,74456.7,92824.7,1160.6,1447,3870.9,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,63380,75400,63380,75400,78026.9,92824.7,1216.3,1447,4056.5,4825.8
6141743,India,"Punjab Agricultural University, Ludhiana",2010,2013,All Nbs,Cost,INR/ha,1,64.2,119.2,146.8,19.2,60480,69030,60480,69030,74456.7,84982.6,1160.6,1324.7,3870.9,4418.1
