PrName,Out.SubInd,N.Obs,N.Studies,vote_mean,variable,value,direction
Reduced Fert+Intercropping+Reduced Tillage,Variable Cost,2,1,1,neutral,0,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Variable Cost,2,1,1,neutral,0,neutral
Agroforestry+Reduced Tillage,Variable Cost,2,1,-1,neutral,0,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Variable Cost,2,1,-1,neutral,0,neutral
Intercropping+Reduced Tillage,Gross Profit,6,2,1.375,neutral,1,neutral
Agroforestry+Intercropping+Reduced Tillage,Gross Profit,2,1,1.5,neutral,0,neutral
Reduced Fert+Intercropping+Reduced Tillage,Gross Profit,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Gross Profit,2,1,0.5,neutral,0,neutral
Agroforestry+Reduced Tillage,Gross Profit,2,1,0,neutral,0,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Gross Profit,2,1,-1.5,neutral,0,neutral
Reduced Tillage+Residue/Mulch+Rotation,Gross Profit,13,3,0.321428571428571,neutral,0,neutral
Organic Fert+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Gross Revenue,7,2,0.571428571428571,neutral,6,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Organic Fert+Residue/Mulch,Variable Cost,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Variable Cost,7,2,0,neutral,7,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Variable Cost,1,1,1,neutral,0,neutral
Organic Fert,Total Cost,19,3,0.45,neutral,9,neutral
Organic Fert+Residue/Mulch,Total Cost,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Total Cost,1,1,0,neutral,1,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Total Cost,1,1,0,neutral,1,neutral
Organic Fert,Net Profit,19,4,0.4,neutral,4,neutral
Organic Fert+Residue/Mulch,Net Profit,1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage,Net Profit,1,1,1,neutral,0,neutral
Reduced Tillage+Residue/Mulch,Net Profit,5,3,0.166666666666667,neutral,1,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Net Profit,1,1,2,neutral,0,neutral
Controlled Release Fert,Gross Revenue,4,1,0,neutral,4,neutral
Controlled Release Fert+Reduced Fert,Gross Revenue,2,1,0,neutral,2,neutral
Controlled Release Fert,Variable Cost,4,1,0,neutral,4,neutral
Controlled Release Fert+Reduced Fert,Variable Cost,2,1,0,neutral,2,neutral
Controlled Release Fert,Net Profit,4,1,0.5,neutral,2,neutral
Reduced Fert,Total Cost,74,6,-0.2675,neutral,37,neutral
Biochar+Reduced Fert,Total Cost,18,2,-0.541666666666667,neutral,7,neutral
Controlled Release Fert+Reduced Fert,Net Profit,2,1,0,neutral,2,neutral
Agroforestry,Net Present Value,53,3,-0.286981481481482,neutral,0,neutral
Intercropping,Benefit Cost Ratio (Unspecified),20,1,0.6,neutral,8,neutral
Cover Crops+Reduced Tillage+Residue/Mulch,Variable Cost,1,1,0,neutral,1,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Variable Cost,5,2,-0.5,neutral,1,neutral
Cover Crops+Reduced Tillage+Residue/Mulch,Gross Profit,1,1,1,neutral,0,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Gross Profit,5,2,0.125,neutral,1,neutral
Cover Crops+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),2,1,0,neutral,2,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),6,2,0.75,neutral,1,neutral
Reduced Irrigation+Reduced Tillage,Benefit Cost Ratio (GPVC),61,12,0.218796666666667,neutral,14,neutral
Cover Crops+Reduced Erosion+Intercropping+IPM+Reduced Irrigation+Organic Fert+Residue/Mulch+Rotation,Gross Revenue,1,1,2,neutral,0,neutral
Cover Crops+Reduced Erosion+Intercropping+IPM+Reduced Irrigation+Organic Fert+Residue/Mulch+Rotation,Net Profit (Unconfirmed),7,1,1.42871428571429,neutral,0,neutral
Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),75,19,0.3589921875,neutral,20,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Gross Revenue,2,1,-0.5,neutral,1,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Gross Revenue,1,1,1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Variable Cost,2,1,0,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Variable Cost,1,1,-1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Gross Profit,2,1,-1,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Gross Profit,1,1,1,neutral,0,neutral
Cover Crops+Reduced Tillage,Gross Revenue,1,1,-1,neutral,0,neutral
Cover Crops+Reduced Tillage,Variable Cost,1,1,0,neutral,1,neutral
Cover Crops+Reduced Tillage,Gross Profit,1,1,-1,neutral,0,neutral
Agroforestry,Benefit Cost Ratio (GPVC),23,5,0.76780701754386,neutral,3,neutral
Reduced Erosion+Reduced Irrigation+Reduced Tillage+Residue/Mulch,Gross Profit,2,1,0.375,neutral,1,neutral
Reduced Erosion+Reduced Irrigation+Organic Fert+Reduced Tillage+Residue/Mulch,Gross Profit,2,1,-0.25,neutral,0,neutral
Reduced Erosion+Reduced Irrigation+Organic Fert+Reduced Tillage+Residue/Mulch,Net Profit,1,1,0,neutral,1,neutral
Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (NPTC),4,2,1.75,neutral,0,neutral
Reduced Tillage+Rotation,Net Present Value,2,1,2,neutral,0,neutral
Reduced Tillage+Rotation,Internal Rate of Return,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage,Net Present Value,3,1,1.66666666666667,neutral,0,neutral
Intercropping+Reduced Tillage,Internal Rate of Return,3,1,1.66666666666667,neutral,0,neutral
Intercropping+Reduced Tillage,Payback Period,3,1,2,neutral,0,neutral
Reduced Tillage+Rotation,Payback Period,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Net Present Value,1,1,1.001,neutral,0,neutral
Rotation,Net Present Value,2,1,1.5005,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Internal Rate of Return,1,1,2,neutral,0,neutral
Rotation,Internal Rate of Return,2,1,2,neutral,0,neutral
Intercropping+Reduced Tillage+Rotation,Payback Period,1,1,2,neutral,0,neutral
Rotation,Payback Period,2,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Net Present Value,1,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Internal Rate of Return,1,1,2,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage,Payback Period,1,1,2,neutral,0,neutral
Rotation,Variable Cost,31,10,1.71481481481481,neutral,7,neutral
Residue/Mulch+Rotation,Gross Revenue,2,1,0,neutral,2,neutral
Residue/Mulch+Rotation,Gross Profit,6,2,1.25,neutral,1,neutral
Rotation,Benefit Cost Ratio (GPVC),33,10,0.852592592592593,neutral,9,neutral
Residue/Mulch+Rotation,Benefit Cost Ratio (GPVC),8,2,1.125,neutral,3,neutral
Residue/Mulch+Rotation,Variable Cost,6,2,0.5,neutral,2,neutral
IPM,Total Cost (Unconfirmed),1,1,1,neutral,0,neutral
Reduced Tillage,Fixed Cost,4,1,0,neutral,4,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Variable Cost,4,1,0.25,neutral,1,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Gross Revenue,4,1,1.5,neutral,0,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Gross Profit,10,2,0.424242424242424,neutral,1,neutral
Cover Crops,Variable Cost,29,7,0.71566265060241,neutral,13,neutral
Cover Crops,Gross Profit,25,7,0.172289156626506,neutral,7,neutral
Cover Crops,Benefit Cost Ratio (GPVC),34,7,-0.667457831325301,neutral,7,neutral
Intercropping,Total Cost (Unconfirmed),12,2,0.4,neutral,6,neutral
Intercropping,Net Profit (Unconfirmed),12,2,1.56666666666667,neutral,0,neutral
Intercropping,Benefit Cost Ratio (NPTC),9,2,0.5,neutral,4,neutral
Cover Crops,Return on Investment,2,1,1,neutral,0,neutral
Reduced Fert,Net Present Value,6,1,-0.499666666666667,neutral,0,neutral
Intercropping,Net Present Value,1,1,1.001,neutral,0,neutral
"",Net Present Value,1,1,2,neutral,0,neutral
Reduced Irrigation,Benefit Cost Ratio (Unspecified),2,1,-0.5,neutral,1,neutral
Reduced Tillage+Residue/Mulch+Rotation,Variable Cost,5,1,0,neutral,5,neutral
Reduced Fert,Marginal Rate of Return,4,2,1.23809523809524,neutral,0,neutral
Residue/Mulch,Return to Labour,2,1,-0.5005,neutral,1,neutral
Organic Fert,Return to Labour,2,1,-1.0005,neutral,0,neutral
Reduced Fert,Return to Labour,4,1,0.5,neutral,1,neutral
Reduced Fert+Intercropping,Gross Revenue,2,1,2,neutral,0,neutral
Reduced Fert+Intercropping,Variable Cost,2,1,-1,neutral,0,neutral
Reduced Fert+Intercropping,Gross Profit,2,1,0.5,neutral,1,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Gross Revenue,8,1,-1.375,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Gross Profit,8,1,-1.75,neutral,0,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Variable Cost,8,1,0,neutral,8,neutral
Reduced Fert+IPM+Organic Fert+Residue/Mulch,Benefit Cost Ratio (GPVC),16,1,-0.6875,neutral,1,neutral
Residue/Mulch,Benefit Cost Ratio (Unspecified),3,1,-1.33333333333333,neutral,0,neutral
Reduced Tillage,Benefit Cost Ratio (Unspecified),4,1,-1.25,neutral,0,neutral
Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (Unspecified),2,1,-2,neutral,0,neutral
Cover Crops+Residue/Mulch,Variable Cost,2,1,0,neutral,2,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage,Variable Cost,4,1,-1,neutral,0,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Variable Cost,8,1,0,neutral,8,neutral
Cover Crops+Residue/Mulch,Gross Profit,2,1,1,neutral,0,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage,Gross Profit,4,1,-1,neutral,0,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Gross Profit,8,1,2,neutral,0,neutral
Cover Crops+Residue/Mulch,Benefit Cost Ratio (GPVC),2,1,1,neutral,0,neutral
Cover Crops+Reduced Irrigation+Reduced Tillage,Benefit Cost Ratio (GPVC),4,1,0.5,neutral,2,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),17,4,1.27148571428571,neutral,3,neutral
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (GPVC),8,1,2,neutral,0,neutral
Agroforestry,Present Value of Benefit,2,1,2,neutral,0,neutral
Agroforestry,Present Value of Cost,2,1,1,neutral,1,neutral
Reduced Fert+Residue/Mulch,Variable Cost,16,3,-0.5,neutral,10,neutral
Reduced Fert+Residue/Mulch,Gross Revenue,16,3,-0.391666666666667,neutral,7,neutral
Reduced Fert+Residue/Mulch,Benefit Cost Ratio (GPVC),16,3,0.268571428571429,neutral,8,neutral
Reduced Erosion+Reduced Fert,Variable Cost,3,1,-0.333333333333333,neutral,2,neutral
Reduced Erosion+Reduced Fert,Gross Revenue,3,1,0.666666666666667,neutral,1,neutral
Reduced Erosion+Reduced Fert,Gross Profit,3,1,1,neutral,0,neutral
Reduced Erosion+Residue/Mulch,Variable Cost,6,1,1.33333333333333,neutral,0,neutral
Reduced Erosion+Residue/Mulch,Gross Profit,6,1,1,neutral,0,neutral
Reduced Erosion+Residue/Mulch,Benefit Cost Ratio (GPVC),12,1,0.25,neutral,6,neutral
Organic Fert,Marginal Rate of Return,6,1,0.667333333333333,neutral,2,neutral
Reduced Fert+Organic Fert,Marginal Rate of Return,5,1,0.4004,neutral,1,neutral
Organic Fert+Reduced Tillage,Gross Profit,7,2,0.571428571428571,neutral,6,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Variable Cost,1,1,0,neutral,1,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Gross Revenue,1,1,0,neutral,1,neutral
Reduced Fert+Organic Fert+Residue/Mulch,Gross Profit,1,1,0,neutral,1,neutral
Biochar+Organic Fert,Variable Cost,20,1,1.65,neutral,0,neutral
Biochar+Organic Fert,Gross Revenue,20,1,2,neutral,0,neutral
Biochar+Organic Fert,Net Profit,20,1,2,neutral,0,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Gross Profit,2,2,1,neutral,0,neutral
Intercropping+Organic Fert+Reduced Tillage+Residue/Mulch,Gross Profit,2,1,1.5,neutral,0,neutral
Organic Fert+Reduced Tillage+Residue/Mulch+Rotation,Gross Profit,2,1,1.5,neutral,0,neutral
Intercropping+Organic Fert,Gross Profit,2,1,2,neutral,0,neutral
Organic Fert+Rotation,Gross Profit,2,1,2,neutral,0,neutral
Biochar,Benefit Cost Ratio (GPVC),83,10,0.109543010752688,neutral,18,neutral
Cover Crops,Internal Rate of Return,5,1,1.001,neutral,0,neutral
Cover Crops,Net Present Value,5,1,1.001,neutral,0,neutral
Controlled Release Fert+Reduced Tillage,Variable Cost,2,1,-0.5,neutral,1,neutral
Intercropping,Total Cost,3,1,0.666666666666667,neutral,1,neutral
Rotation,Total Cost,4,1,0.75,neutral,1,neutral
"",Total Cost,6,1,0,neutral,6,neutral
Controlled Release Fert,Total Cost,4,1,-0.5,neutral,2,neutral
Controlled Release Fert+Reduced Fert,Total Cost,2,1,-1,neutral,0,neutral
Biochar+Organic Fert,Total Cost,20,1,1.65,neutral,0,neutral
Organic Fert+Residue/Mulch,Gross Profit,1,1,1,neutral,0,neutral
Controlled Release Fert+Reduced Fert,Gross Profit,2,1,0,neutral,2,neutral
Biochar+Organic Fert,Gross Profit,20,1,2,neutral,0,neutral
Reduced Erosion+Reduced Tillage,Benefit Cost Ratio (GPVC),6,1,1.66683333333333,neutral,0,neutral
Intercropping+Rotation,Benefit Cost Ratio (GPVC),8,4,1.01176470588235,neutral,5,neutral
Intercropping,Benefit Cost Ratio (GPVC),94,9,0.972643010752688,neutral,15,neutral
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Benefit Cost Ratio (GPVC),2,1,-0.5,neutral,1,neutral
Agroforestry+Reduced Irrigation,Benefit Cost Ratio (GPVC),4,1,2,neutral,0,neutral
Controlled Release Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,-0.5,neutral,1,neutral
Biochar+Reduced Fert,Benefit Cost Ratio (GPVC),19,3,-0.305888888888889,neutral,6,neutral
Agroforestry+Organic Fert,Benefit Cost Ratio (GPVC),1,1,1.001,neutral,0,neutral
Agroforestry+Reduced Fert,Benefit Cost Ratio (GPVC),3,2,1.1875,neutral,0,neutral
"",Benefit Cost Ratio (GPVC),9,2,-0.416666666666667,neutral,2,neutral
Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),38,2,0.861111111111111,neutral,3,neutral
Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),6,2,-0.375,neutral,2,neutral
Agroforestry+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,0,neutral,2,neutral
Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,-0.5,neutral,1,neutral
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,1,neutral,0,neutral
Agroforestry+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,0,neutral,0,neutral
Agroforestry+Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,1.5,neutral,0,neutral
Cover Crops+Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),2,1,1,neutral,1,neutral
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),1,1,1,neutral,0,neutral
Cover Crops+Reduced Tillage,Benefit Cost Ratio (GPVC),1,1,0,neutral,1,neutral
Intercropping+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),4,1,-0.75,neutral,0,neutral
Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (GPVC),4,1,0.75,neutral,2,neutral
Reduced Fert+Intercropping,Benefit Cost Ratio (GPVC),2,1,-0.5,neutral,1,neutral
Reduced Erosion+Reduced Fert,Benefit Cost Ratio (GPVC),3,1,0.333333333333333,neutral,1,neutral
Organic Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),7,2,0.785714285714286,neutral,4,neutral
Organic Fert+Residue/Mulch,Benefit Cost Ratio (GPVC),1,1,0,neutral,1,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),1,1,0,neutral,1,neutral
Controlled Release Fert,Benefit Cost Ratio (GPVC),4,1,1,neutral,1,neutral
Controlled Release Fert+Reduced Fert,Benefit Cost Ratio (GPVC),2,1,-0.5,neutral,1,neutral
Biochar+Organic Fert,Benefit Cost Ratio (GPVC),20,1,0.1,neutral,13,neutral
Agroforestry,Benefit Cost Ratio (NPTC),12,3,-0.416666666666667,neutral,4,neutral
Cover Crops+Residue/Mulch,Benefit Cost Ratio (NPTC),9,2,0.5,neutral,1,neutral
Cover Crops,Benefit Cost Ratio (NPTC),5,2,-0.25,neutral,4,neutral
Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (NPTC),4,1,2,neutral,0,neutral
Rotation,Benefit Cost Ratio (NPTC),4,1,-0.25,neutral,3,neutral
Biochar+Reduced Fert,Benefit Cost Ratio (NPTC),18,2,0.333333333333333,neutral,6,neutral
"",Benefit Cost Ratio (NPTC),6,1,0.5,neutral,1,neutral
Biochar,Benefit Cost Ratio (NPTC),45,4,0.246527777777778,neutral,12,neutral
Organic Fert,Benefit Cost Ratio (NPTC),18,3,1.49,neutral,4,neutral
Organic Fert+Residue/Mulch,Benefit Cost Ratio (NPTC),1,1,0,neutral,1,neutral
Organic Fert+Reduced Tillage,Benefit Cost Ratio (NPTC),1,1,1,neutral,0,neutral
Organic Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (NPTC),1,1,2,neutral,0,neutral
Controlled Release Fert,Benefit Cost Ratio (NPTC),4,1,0.25,neutral,2,neutral
Controlled Release Fert+Reduced Fert,Benefit Cost Ratio (NPTC),2,1,1,neutral,0,neutral
Biochar+Organic Fert,Benefit Cost Ratio (NPTC),20,1,0.2,neutral,10,neutral
All Nbs,Variable Cost,1410,133,0.476912062520873,neutral,644,neutral
All Nbs,Gross Profit,1974,155,0.447908240787271,neutral,436,neutral
All Nbs,Gross Revenue,1442,138,0.532112617288316,neutral,558,neutral
All Nbs,Total Cost,332,28,0.185903382928357,neutral,202,neutral
All Nbs,Net Profit,332,28,0.486193212387627,neutral,62,neutral
All Nbs,Net Profit (Unconfirmed),58,10,0.82061149825784,neutral,8,neutral
All Nbs,Returns to Labour,99,1,1.18181818181818,neutral,2,neutral
All Nbs,Labour Cost per Asset,19,2,1.5,neutral,0,neutral
All Nbs,Benefit Cost Ratio (Unspecified),60,10,-0.0482384823848238,neutral,23,neutral
All Nbs,Benefit Cost Ratio (GPVC),1494,131,0.448331904019477,neutral,388,neutral
All Nbs,Benefit Cost Ratio (NPTC),371,28,0.464725543763514,neutral,111,neutral
All Nbs,Marginal Rate of Return,24,4,0.415730769230769,neutral,3,neutral
All Nbs,Total Cost (Unconfirmed),88,12,0.398015873015873,neutral,51,neutral
All Nbs,Present Value of Benefit,4,2,2,neutral,0,neutral
All Nbs,Present Value of Cost,4,2,0.2,neutral,3,neutral
All Nbs,Net Present Value,77,7,0.916485303617571,neutral,0,neutral
All Nbs,Return on Investment,4,2,1.57142857142857,neutral,0,neutral
All Nbs,Internal Rate of Return,14,2,1.06442063492063,neutral,0,neutral
All Nbs,Payback Period,9,1,2,neutral,0,neutral
All Nbs,Fixed Cost,4,1,0,neutral,4,neutral
All Nbs,Return to Labour,8,1,-0.12525,neutral,2,neutral
Improved Livestock Diet,Variable Cost,1,1,2,negative,0,negative
Improved Livestock Diet,Gross Profit,1,1,2,negative,0,negative
Reduced Tillage,Variable Cost,180,41,-0.463522012578616,negative,48,negative
Reduced Erosion+Reduced Tillage,Variable Cost,6,1,-1,negative,6,negative
Reduced Tillage,Gross Revenue,180,38,-0.0495379072681704,negative,53,negative
Reduced Erosion+Reduced Tillage,Gross Revenue,6,1,0.5,negative,0,negative
Reduced Tillage,Gross Profit,241,45,0.455504542140566,negative,39,negative
Reduced Erosion+Reduced Tillage,Gross Profit,6,1,1.16683333333333,negative,0,negative
Biochar,Gross Revenue,79,9,0.420386904761905,negative,3,negative
Biochar,Gross Profit,91,10,0.368279569892473,negative,11,negative
Biochar,Total Cost,45,4,0.25,negative,0,negative
Agroforestry,Gross Revenue,29,7,0.11969696969697,negative,6,negative
Intercropping+Residue/Mulch,Gross Profit,3,1,1,negative,0,negative
Reduced Erosion+Reduced Tillage+Residue/Mulch,Gross Profit,3,1,1,negative,0,negative
Reduced Erosion+Intercropping+Reduced Tillage+Residue/Mulch,Gross Profit,3,1,1,negative,0,negative
Reduced Tillage+Residue/Mulch,Gross Revenue,56,16,0.175925925925926,negative,12,negative
Reduced Irrigation+Reduced Tillage,Gross Revenue,55,10,0.0794871794871795,negative,2,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Gross Revenue,15,3,0.222727272727273,negative,2,negative
Reduced Tillage+Residue/Mulch,Gross Profit,105,24,0.46347123015873,negative,20,negative
Reduced Irrigation+Reduced Tillage,Gross Profit,67,14,0.379709150326797,negative,6,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Gross Profit,19,5,0.458823529411765,negative,2,negative
Reduced Tillage+Residue/Mulch,Variable Cost,63,20,-0.322380597014925,negative,25,negative
Reduced Irrigation+Reduced Tillage,Variable Cost,59,12,-0.523333333333333,negative,35,negative
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Variable Cost,17,4,-0.860714285714286,negative,15,negative
Residue/Mulch,Gross Revenue,161,30,0.493700072621641,negative,16,negative
Residue/Mulch,Gross Profit,260,38,0.410899405279954,negative,24,negative
Intercropping,Gross Revenue,105,12,0.845350241545894,negative,6,negative
Intercropping,Net Profit,3,1,1.66666666666667,negative,0,negative
Intercropping+Rotation,Gross Revenue,7,3,1.5,negative,0,negative
Rotation,Gross Revenue,21,9,1.00572519083969,negative,1,negative
Intercropping+Rotation,Gross Profit,9,4,0.970588235294118,negative,1,negative
Rotation,Gross Profit,52,16,0.564633946830266,negative,4,negative
Intercropping,Gross Profit,186,13,0.473471732026144,negative,20,negative
Reduced Irrigation,Gross Revenue,91,15,0.28562091503268,negative,5,negative
Reduced Irrigation,Gross Profit,55,14,0.341489361702128,negative,11,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Gross Revenue,2,1,0.5,negative,0,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Variable Cost,2,1,1,negative,0,negative
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Gross Profit,2,1,0.5,negative,0,negative
Agroforestry,Net Profit,12,3,0.142833333333333,negative,2,negative
Agroforestry+Reduced Irrigation,Gross Revenue,4,1,0.5,negative,2,negative
Agroforestry+Reduced Irrigation,Gross Profit,4,1,1,negative,1,negative
Agroforestry+Reduced Irrigation,Variable Cost,8,1,0,negative,0,negative
Reduced Irrigation,Total Cost,40,3,0,negative,0,negative
Reduced Irrigation,Net Profit,40,3,0.683333333333333,negative,3,negative
Residue/Mulch,Variable Cost,171,32,0.306414330218069,negative,11,negative
Reduced Fert,Gross Revenue,273,31,-0.116464998632759,negative,107,negative
Controlled Release Fert+Reduced Tillage,Gross Revenue,6,1,-0.833333333333333,negative,5,negative
Reduced Fert+Reduced Tillage,Gross Profit,66,4,-0.517361111111111,negative,14,negative
Reduced Fert,Gross Profit,291,35,-0.247160139060025,negative,100,negative
Controlled Release Fert,Gross Profit,8,2,-0.5,negative,4,negative
Controlled Release Fert+Reduced Tillage,Gross Profit,2,1,0,negative,0,negative
IPM,Net Profit (Unconfirmed),4,2,0.0416666666666667,negative,1,negative
Rotation,Returns to Labour,54,1,1.68518518518519,negative,1,negative
Reduced Fert,Returns to Labour,18,1,-0.666666666666667,negative,12,negative
Cover Crops+Intercropping,Returns to Labour,27,1,1.40740740740741,negative,0,negative
Intercropping,Variable Cost,94,9,0.832078853046595,negative,4,negative
Reduced Fert,Variable Cost,227,31,-0.0672955974842767,negative,74,negative
Intercropping+Reduced Tillage,Gross Revenue,8,3,0.7,negative,1,negative
Intercropping+Reduced Tillage,Labour Cost per Asset,1,1,1,negative,0,negative
Rotation,Benefit Cost Ratio (Unspecified),5,2,0.25,negative,0,negative
Reduced Erosion,Net Profit (Unconfirmed),16,1,1,negative,0,negative
Reduced Erosion,Benefit Cost Ratio (Unspecified),10,1,0.9,negative,0,negative
Reduced Erosion+Organic Fert,Gross Revenue,1,1,0,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Gross Revenue,1,1,2,negative,0,negative
Reduced Erosion+Organic Fert,Gross Profit,1,1,0,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Gross Profit,1,1,1,negative,0,negative
Reduced Erosion+Organic Fert,Variable Cost,1,1,1,negative,0,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Variable Cost,1,1,2,negative,0,negative
Reduced Erosion+Organic Fert,Benefit Cost Ratio (GPVC),2,1,0.5,negative,1,negative
Cover Crops+Reduced Erosion+Intercropping+Rotation,Benefit Cost Ratio (GPVC),2,1,-0.5,negative,1,negative
Reduced Tillage,Net Profit,46,8,0.269,negative,25,negative
Reduced Tillage,Benefit Cost Ratio (NPTC),56,7,0.253,negative,13,negative
Organic Fert,Variable Cost,90,13,1.14206349206349,negative,0,negative
Reduced Fert+Organic Fert,Variable Cost,36,9,0.105882352941176,negative,2,negative
Reduced Erosion,Variable Cost,11,3,0.416666666666667,negative,0,negative
Organic Fert,Gross Revenue,95,15,1.25260416666667,negative,0,negative
Reduced Fert+Organic Fert,Gross Revenue,41,8,0.398387096774194,negative,0,negative
Reduced Erosion,Gross Revenue,11,3,0.916666666666667,negative,0,negative
Organic Fert,Gross Profit,126,18,1.07762626262626,negative,8,negative
Reduced Fert+Organic Fert,Gross Profit,52,9,0.192197452229299,negative,11,negative
Reduced Erosion,Gross Profit,11,3,0.500375,negative,3,negative
Organic Fert,Benefit Cost Ratio (GPVC),92,13,0.274284271284271,negative,20,negative
Reduced Fert+Organic Fert,Benefit Cost Ratio (GPVC),40,9,0.632243697478992,negative,5,negative
Reduced Erosion,Benefit Cost Ratio (GPVC),17,3,0.0625,negative,7,negative
Intercropping,Marginal Rate of Return,8,2,-0.857142857142857,negative,0,negative
Reduced Irrigation,Total Cost (Unconfirmed),10,2,0,negative,0,negative
Reduced Irrigation,Net Profit (Unconfirmed),16,2,0.583583333333333,negative,0,negative
Reduced Irrigation,Benefit Cost Ratio (NPTC),44,4,0.284615384615385,negative,3,negative
Intercropping,Labour Cost per Asset,18,1,2,negative,0,negative
Reduced Tillage,Marginal Rate of Return,1,1,1.001,negative,0,negative
Agroforestry,Gross Profit,24,6,-0.325757575757576,negative,2,negative
Biochar+Reduced Fert,Gross Revenue,7,2,0.5,negative,0,negative
Biochar+Reduced Fert,Gross Profit,19,3,0.583333333333333,negative,1,negative
